"PO_COUNT","companycode","PO_Org","PO_Grp","material_no","Plant","MaterialGrp","Quantity","NetPrice","GrossValue","Vendor","source","type","created_date"
1,"3280","4000","001","00039748","4000","JJ202",1320.00,0.00,0.00,"0002000352",,,"2008.01.04"
1,"3280","4000","001","00039748","4000","JJ202",840.00,0.00,0.00,"0002000352",,,"2008.02.14"
1,"3280","4000","001","00039748","4000","JJ202",2760.00,0.00,0.00,"0002000352",,,"2008.03.24"
1,"3280","4000","001","00039748","4000","JJ202",2760.00,0.00,0.00,"0002000352",,,"2008.04.21"
1,"3280","4000","001","00039748","4000","JJ202",1980.00,0.00,0.00,"0002000352",,,"2008.05.27"
1,"3280","4000","001","00039748","4000","JJ202",1920.00,0.01,19.20,"0002000352",,,"2008.06.23"
1,"3280","4000","001","00039748","4000","JJ202",360.00,0.00,0.00,"0002000352",,,"2008.07.30"
1,"3280","4000","001","00039748","4000","JJ202",2160.00,0.00,0.00,"0002000352",,,"2008.08.22"
1,"3280","4000","001","00039748","4000","JJ202",2160.00,0.00,0.00,"0002000352",,,"2008.09.19"
1,"3280","4000","001","00039759","4000","JJ202",1760.00,0.00,0.00,"0002000352",,,"2008.01.04"
1,"3280","4000","001","00039759","4000","JJ202",2420.00,0.00,0.00,"0002000352",,,"2008.01.24"
1,"3280","4000","001","00039759","4000","JJ202",1980.00,0.00,0.00,"0002000352",,,"2008.02.14"
1,"3280","4000","001","00039759","4000","JJ202",1210.00,0.00,0.00,"0002000352",,,"2008.03.24"
1,"3280","4000","001","00039759","4000","JJ202",880.00,0.00,0.00,"0002000352",,,"2008.04.21"
1,"3280","4000","001","00039759","4000","JJ202",330.00,0.00,0.00,"0002000352",,,"2008.05.27"
1,"3280","4000","001","00039759","4000","JJ202",2090.00,0.00,0.00,"0002000352",,,"2008.06.23"
1,"3280","4000","001","00039759","4000","JJ202",220.00,0.00,0.00,"0002000352",,,"2008.07.30"
1,"3280","4000","001","00039759","4000","JJ202",990.00,0.00,0.00,"0002000352",,,"2008.08.22"
1,"3280","4000","001","00039759","4000","JJ202",1650.00,0.00,0.00,"0002000352",,,"2008.09.19"
2,"3280","4000","001","00046500","4000","JJ201",4256.00,0.00,0.00,"0002000351",,,"2008.01.18"
1,"3280","4000","001","00046500","4000","JJ201",448.00,0.00,0.00,"0002000351",,,"2008.02.12"
1,"3280","4000","001","00046500","4000","JJ201",4032.00,0.00,0.00,"0002000351",,,"2008.04.01"
1,"3280","4000","001","00046500","4000","JJ201",3808.00,0.00,0.00,"0002000351",,,"2008.05.21"
1,"3280","4000","001","00046500","4000","JJ201",848.00,0.00,0.00,"0002000351",,,"2008.06.08"
1,"3280","4000","001","00046500","4000","JJ201",448.00,0.00,0.00,"0002000351",,,"2008.06.17"
1,"3280","4000","001","00046500","4000","JJ201",1792.00,0.00,0.00,"0002000351",,,"2008.06.26"
1,"3280","4000","001","00046500","4000","JJ201",2240.00,0.00,0.00,"0002000351",,,"2008.07.25"
1,"3280","4000","001","00046500","4000","JJ201",2464.00,0.00,0.00,"0002000351",,,"2008.07.30"
1,"3280","4000","001","00046500","4000","JJ201",1792.00,0.00,0.00,"0002000351",,,"2008.08.19"
1,"3280","4000","001","00046500","4000","JJ201",4704.00,0.00,0.00,"0002000351",,,"2008.08.27"
1,"3280","4000","001","00046500","4000","JJ201",2016.00,0.00,0.00,"0002000351",,,"2008.09.30"
1,"3280","4000","001","00046900","4000","JJ202",240.00,0.00,0.00,"0002000352",,,"2008.01.04"
1,"3280","4000","001","00046900","4000","JJ202",900.00,0.00,0.00,"0002000352",,,"2008.01.24"
1,"3280","4000","001","00046900","4000","JJ202",240.00,0.00,0.00,"0002000352",,,"2008.02.14"
1,"3280","4000","001","00046900","4000","JJ202",780.00,0.00,0.00,"0002000352",,,"2008.03.24"
1,"3280","4000","001","00046900","4000","JJ202",540.00,0.00,0.00,"0002000352",,,"2008.04.21"
1,"3280","4000","001","00046900","4000","JJ202",1440.00,0.00,0.00,"0002000352",,,"2008.05.27"
1,"3280","4000","001","00046900","4000","JJ202",300.00,0.00,0.00,"0002000352",,,"2008.06.23"
1,"3280","4000","001","00046900","4000","JJ202",300.00,0.00,0.00,"0002000352",,,"2008.07.30"
1,"3280","4000","001","00046900","4000","JJ202",360.00,0.00,0.00,"0002000352",,,"2008.08.22"
1,"3280","4000","001","00047300","4000","JJ203",1980.00,0.00,0.00,"0002000352",,,"2008.01.04"
1,"3280","4000","001","00047300","4000","JJ203",2904.00,0.00,0.00,"0002000352",,,"2008.01.24"
1,"3280","4000","001","00047300","4000","JJ203",1452.00,0.00,0.00,"0002000352",,,"2008.02.14"
1,"3280","4000","001","00047300","4000","JJ203",2244.00,0.00,0.00,"0002000352",,,"2008.04.21"
1,"3280","4000","001","00047300","4000","JJ203",1584.00,0.00,0.00,"0002000352",,,"2008.05.27"
1,"3280","4000","001","00047300","4000","JJ203",2508.00,0.00,0.00,"0002000352",,,"2008.06.23"
1,"3280","4000","001","00047300","4000","JJ203",1980.00,0.00,0.00,"0002000352",,,"2008.07.30"
1,"3280","4000","001","00047300","4000","JJ203",396.00,0.00,0.00,"0002000352",,,"2008.08.22"
1,"3280","4000","001","00047300","4000","JJ203",1452.00,0.00,0.00,"0002000352",,,"2008.09.19"
1,"3280","4000","001","00047600","4000","JJ203",504.00,0.00,0.00,"0002000352",,,"2008.01.04"
1,"3280","4000","001","00047600","4000","JJ203",1544.00,0.00,0.00,"0002000352",,,"2008.01.24"
1,"3280","4000","001","00047600","4000","JJ203",864.00,0.00,0.00,"0002000352",,,"2008.02.14"
1,"3280","4000","001","00047600","4000","JJ203",1152.00,0.00,0.00,"0002000352",,,"2008.03.24"
1,"3280","4000","001","00047600","4000","JJ203",648.00,0.00,0.00,"0002000352",,,"2008.04.21"
1,"3280","4000","001","00047600","4000","JJ203",1944.00,0.00,0.00,"0002000352",,,"2008.05.27"
1,"3280","4000","001","00047600","4000","JJ203",1152.00,0.00,0.00,"0002000352",,,"2008.06.23"
1,"3280","4000","001","00047600","4000","JJ203",576.00,0.00,0.00,"0002000352",,,"2008.07.30"
1,"3280","4000","001","00047600","4000","JJ203",2160.00,0.00,0.00,"0002000352",,,"2008.08.22"
1,"3280","4000","001","00047600","4000","JJ203",1368.00,0.00,0.00,"0002000352",,,"2008.09.19"
1,"3280","4000","001","00048200","4000","JJ201",1690.00,0.00,0.00,"0002000351",,,"2008.01.18"
2,"3280","4000","001","00048200","4000","JJ201",1521.00,0.00,0.00,"0002000351",,,"2008.06.08"
1,"3280","4000","001","00048200","4000","JJ201",1521.00,0.00,0.00,"0002000351",,,"2008.06.17"
1,"3280","4000","001","00048200","4000","JJ201",146.00,0.00,0.00,"0002000351",,,"2008.06.26"
1,"3280","4000","001","00048200","4000","JJ201",1485.00,0.00,0.00,"0002000351",,,"2008.07.30"
1,"3280","4000","001","00048200","4000","JJ201",845.00,0.00,0.00,"0002000351",,,"2008.08.13"
1,"3280","4000","001","00048200","4000","JJ201",2366.00,0.00,0.00,"0002000351",,,"2008.08.25"
1,"3280","4000","001","00048200","4000","JJ201",169.00,0.00,0.00,"0002000351",,,"2008.08.27"
1,"3280","4000","001","00048200","4000","JJ201",169.00,0.00,0.00,"0002000351",,,"2008.09.22"
1,"3280","4000","001","00048200","4000","JJ201",1690.00,0.00,0.00,"0002000351",,,"2008.10.10"
1,"3280","4000","001","00048900","4000","JJ202",84.00,0.00,0.00,"0002000352",,,"2008.01.04"
1,"3280","4000","001","00048900","4000","JJ202",336.00,0.00,0.00,"0002000352",,,"2008.01.24"
1,"3280","4000","001","00048900","4000","JJ202",252.00,0.00,0.00,"0002000352",,,"2008.02.14"
1,"3280","4000","001","00048900","4000","JJ202",588.00,0.00,0.00,"0002000352",,,"2008.04.21"
1,"3280","4000","001","00048900","4000","JJ202",336.00,0.00,0.00,"0002000352",,,"2008.06.23"
1,"3280","4000","001","00048900","4000","JJ202",252.00,0.00,0.00,"0002000352",,,"2008.07.30"
1,"3280","4000","001","00048900","4000","JJ202",336.00,0.00,0.00,"0002000352",,,"2008.08.22"
1,"3280","4000","001","00048900","4000","JJ202",252.00,0.00,0.00,"0002000352",,,"2008.09.19"
1,"3280","4000","001","00049800","4000","JJ202",1512.00,0.00,0.00,"0002000352",,,"2008.02.14"
1,"3280","4000","001","00049800","4000","JJ202",540.00,0.00,0.00,"0002000352",,,"2008.03.24"
1,"3280","4000","001","00049800","4000","JJ202",216.00,0.00,0.00,"0002000352",,,"2008.04.21"
1,"3280","4000","001","00049800","4000","JJ202",54.00,0.00,0.00,"0002000352",,,"2008.06.23"
1,"3280","4000","001","00049800","4000","JJ202",918.00,0.00,0.00,"0002000352",,,"2008.07.30"
1,"3280","4000","001","00049800","4000","JJ202",432.00,0.00,0.00,"0002000352",,,"2008.08.22"
1,"3280","4000","001","00050000","4000","JJ203",1440.00,0.00,0.00,"0002000352",,,"2008.01.04"
1,"3280","4000","001","00050000","4000","JJ203",1444.00,0.00,0.00,"0002000352",,,"2008.01.24"
1,"3280","4000","001","00050000","4000","JJ203",3168.00,0.00,0.00,"0002000352",,,"2008.02.14"
1,"3280","4000","001","00050000","4000","JJ203",4608.00,0.00,0.00,"0002000352",,,"2008.03.24"
1,"3280","4000","001","00050000","4000","JJ203",1728.00,0.00,0.00,"0002000352",,,"2008.04.21"
1,"3280","4000","001","00050000","4000","JJ203",2736.00,0.00,0.00,"0002000352",,,"2008.05.27"
1,"3280","4000","001","00050000","4000","JJ203",2880.00,0.00,0.00,"0002000352",,,"2008.06.23"
1,"3280","4000","001","00050000","4000","JJ203",2016.00,0.00,0.00,"0002000352",,,"2008.07.30"
1,"3280","4000","001","00050000","4000","JJ203",3600.00,0.00,0.00,"0002000352",,,"2008.08.22"
1,"3280","4000","001","00050000","4000","JJ203",2592.00,0.00,0.00,"0002000352",,,"2008.09.19"
1,"3280","4000","001","00050700","4000","JJ207",3168.00,0.00,0.00,"0002000353",,,"2008.09.30"
1,"3280","4000","001","00050800","4000","JJ205",1428.00,0.00,0.00,"0002000350",,,"2008.01.02"
1,"3280","4000","001","00050800","4000","JJ205",1344.00,0.00,0.00,"0002000350",,,"2008.01.25"
1,"3280","4000","001","00050800","4000","JJ205",588.00,0.00,0.00,"0002000350",,,"2008.02.14"
1,"3280","4000","001","00050800","4000","JJ205",2016.00,0.00,0.00,"0002000350",,,"2008.03.25"
1,"3280","4000","001","00050800","4000","JJ205",924.00,0.00,0.00,"0002000350",,,"2008.04.21"
1,"3280","4000","001","00050800","4000","JJ205",1176.00,0.00,0.00,"0002000350",,,"2008.05.27"
1,"3280","4000","001","00050800","4000","JJ205",1512.00,0.00,0.00,"0002000350",,,"2008.06.23"
1,"3280","4000","001","00050800","4000","JJ205",1512.00,0.00,0.00,"0002000350",,,"2008.07.30"
1,"3280","4000","001","00050800","4000","JJ205",2856.00,0.00,0.00,"0002000350",,,"2008.08.22"
1,"3280","4000","001","00050800","4000","JJ205",1343.00,0.00,0.00,"0002000350",,,"2008.09.19"
1,"3280","4000","001","00050900","4000","JJ205",1092.00,0.00,0.00,"0002000350",,,"2008.01.02"
1,"3280","4000","001","00050900","4000","JJ205",756.00,0.00,0.00,"0002000350",,,"2008.01.25"
1,"3280","4000","001","00050900","4000","JJ205",672.00,0.00,0.00,"0002000350",,,"2008.02.14"
1,"3280","4000","001","00050900","4000","JJ205",2352.00,0.00,0.00,"0002000350",,,"2008.03.25"
1,"3280","4000","001","00050900","4000","JJ205",1008.00,0.00,0.00,"0002000350",,,"2008.04.21"
1,"3280","4000","001","00050900","4000","JJ205",924.00,0.00,0.00,"0002000350",,,"2008.05.27"
1,"3280","4000","001","00050900","4000","JJ205",1008.00,0.00,0.00,"0002000350",,,"2008.06.23"
1,"3280","4000","001","00050900","4000","JJ205",1008.00,0.00,0.00,"0002000350",,,"2008.07.30"
1,"3280","4000","001","00050900","4000","JJ205",1092.00,0.00,0.00,"0002000350",,,"2008.08.22"
1,"3280","4000","001","00050900","4000","JJ205",2132.00,0.00,0.00,"0002000350",,,"2008.09.19"
1,"3280","4000","001","00056200","4000","JJ201",1275.00,0.00,0.00,"0002000351",,,"2008.01.02"
2,"3280","4000","001","00056200","4000","JJ201",1257.00,0.00,0.00,"0002000351",,,"2008.01.18"
1,"3280","4000","001","00056300","4000","JJ201",680.00,0.00,0.00,"0002000351",,,"2008.01.02"
1,"3280","4000","001","00056300","4000","JJ201",2880.00,0.00,0.00,"0002000351",,,"2008.02.12"
1,"3280","4000","001","00056300","4000","JJ201",1920.00,0.00,0.00,"0002000353",,,"2008.03.31"
1,"3280","4000","001","00056300","4000","JJ201",1600.00,0.00,0.00,"0002000353",,,"2008.05.23"
1,"3280","4000","001","00056300","4000","JJ201",2240.00,0.00,0.00,"0002000353",,,"2008.06.23"
1,"3280","4000","001","00056300","4000","JJ201",3520.00,0.00,0.00,"0002000353",,,"2008.08.26"
1,"3280","4000","001","00056300","4000","JJ201",2880.00,0.00,0.00,"0002000353",,,"2008.09.17"
1,"3280","4000","001","00056400","4000","JJ201",1800.00,0.00,0.00,"0002000351",,,"2008.02.12"
1,"3280","4000","001","00056400","4000","JJ201",1091.00,0.00,0.00,"0002000351",,,"2008.09.22"
1,"3280","4000","001","00056400","4000","JJ201",600.00,0.00,0.00,"0002000353",,,"2008.03.31"
1,"3280","4000","001","00056400","4000","JJ201",1800.00,0.00,0.00,"0002000353",,,"2008.04.18"
1,"3280","4000","001","00056400","4000","JJ201",900.00,0.00,0.00,"0002000353",,,"2008.05.23"
1,"3280","4000","001","00056400","4000","JJ201",2100.00,0.00,0.00,"0002000353",,,"2008.06.23"
1,"3280","4000","001","00056400","4000","JJ201",600.00,0.00,0.00,"0002000353",,,"2008.07.25"
1,"3280","4000","001","00056400","4000","JJ201",4500.00,0.00,0.00,"0002000353",,,"2008.08.26"
1,"3280","4000","001","00056400","4000","JJ201",3000.00,0.00,0.00,"0002000353",,,"2008.09.17"
1,"3280","4000","001","00056600","4000","JJ206",150.00,0.00,0.00,"0002000350",,,"2008.09.19"
2,"3280","4000","001","00057400","4000","JJ203",1400.00,0.00,0.00,"0002000351",,,"2008.08.25"
2,"3280","4000","001","00058600","4000","JJ207",840.00,0.00,0.00,"0002000351",,,"2008.01.02"
1,"3280","4000","001","00058600","4000","JJ207",872.00,0.00,0.00,"0002000351",,,"2008.01.18"
1,"3280","4000","001","00058600","4000","JJ207",588.00,0.00,0.00,"0002000351",,,"2008.02.12"
1,"3280","4000","001","00058600","4000","JJ207",924.00,0.00,0.00,"0002000353",,,"2008.03.31"
1,"3280","4000","001","00058600","4000","JJ207",756.00,0.00,0.00,"0002000353",,,"2008.04.18"
1,"3280","4000","001","00058600","4000","JJ207",1153.00,0.00,0.00,"0002000353",,,"2008.05.23"
1,"3280","4000","001","00058600","4000","JJ207",672.00,0.00,0.00,"0002000353",,,"2008.06.23"
1,"3280","4000","001","00058600","4000","JJ207",1680.00,0.00,0.00,"0002000353",,,"2008.07.25"
2,"3280","4000","001","00058600","4000","JJ207",1470.00,0.00,0.00,"0002000353",,,"2008.08.26"
1,"3280","4000","001","00061120","4000","JJ206",36.00,0.00,0.00,"0002000352",,,"2008.01.24"
1,"3280","4000","001","00061120","4000","JJ206",72.00,0.00,0.00,"0002000352",,,"2008.02.14"
1,"3280","4000","001","00061120","4000","JJ206",72.00,0.00,0.00,"0002000352",,,"2008.03.24"
1,"3280","4000","001","00061120","4000","JJ206",36.00,0.00,0.00,"0002000352",,,"2008.04.21"
1,"3280","4000","001","00061120","4000","JJ206",72.00,0.00,0.00,"0002000352",,,"2008.06.23"
1,"3280","4000","001","00061120","4000","JJ206",108.00,0.00,0.00,"0002000352",,,"2008.07.30"
1,"3280","4000","001","00061120","4000","JJ206",108.00,0.00,0.00,"0002000352",,,"2008.08.22"
1,"3280","4000","001","00061120","4000","JJ206",72.00,0.00,0.00,"0002000352",,,"2008.09.19"
1,"3280","4000","001","00061200","4000","JJ203",4320.00,0.00,0.00,"0002000566",,,"2008.09.02"
1,"3280","4000","001","00061375","4000","JJ206",30.00,0.00,0.00,"0002000350",,,"2008.01.02"
1,"3280","4000","001","00061375","4000","JJ206",210.00,0.00,0.00,"0002000350",,,"2008.01.25"
1,"3280","4000","001","00061375","4000","JJ206",90.00,0.00,0.00,"0002000350",,,"2008.02.14"
1,"3280","4000","001","00061375","4000","JJ206",60.00,0.00,0.00,"0002000350",,,"2008.03.25"
1,"3280","4000","001","00061375","4000","JJ206",120.00,0.00,0.00,"0002000350",,,"2008.04.21"
1,"3280","4000","001","00061375","4000","JJ206",150.00,0.00,0.00,"0002000350",,,"2008.05.27"
1,"3280","4000","001","00061375","4000","JJ206",90.00,0.00,0.00,"0002000350",,,"2008.06.23"
1,"3280","4000","001","00061375","4000","JJ206",150.00,0.00,0.00,"0002000350",,,"2008.07.30"
1,"3280","4000","001","00061375","4000","JJ206",60.00,0.00,0.00,"0002000350",,,"2008.08.22"
1,"3280","4000","001","00061375","4000","JJ206",210.00,0.00,0.00,"0002000350",,,"2008.09.19"
1,"3280","4000","001","00062314","4000","JJ204",48.00,0.00,0.00,"0002000350",,,"2008.01.02"
1,"3280","4000","001","00062314","4000","JJ204",432.00,0.00,0.00,"0002000350",,,"2008.01.25"
1,"3280","4000","001","00062314","4000","JJ204",480.00,0.00,0.00,"0002000350",,,"2008.02.14"
1,"3280","4000","001","00062314","4000","JJ204",336.00,0.00,0.00,"0002000350",,,"2008.03.25"
1,"3280","4000","001","00062314","4000","JJ204",480.00,0.00,0.00,"0002000350",,,"2008.04.21"
1,"3280","4000","001","00062314","4000","JJ204",240.00,0.00,0.00,"0002000350",,,"2008.05.27"
1,"3280","4000","001","00062314","4000","JJ204",288.00,0.00,0.00,"0002000350",,,"2008.06.23"
1,"3280","4000","001","00062314","4000","JJ204",384.00,0.00,0.00,"0002000350",,,"2008.07.30"
1,"3280","4000","001","00062314","4000","JJ204",240.00,0.00,0.00,"0002000350",,,"2008.08.22"
1,"3280","4000","001","00062314","4000","JJ204",336.00,0.00,0.00,"0002000350",,,"2008.09.19"
1,"3280","4000","001","00062418","4000","JJ202",120.00,0.00,0.00,"0002000352",,,"2008.04.21"
1,"3280","4000","001","00062418","4000","JJ202",180.00,0.00,0.00,"0002000352",,,"2008.05.27"
1,"3280","4000","001","00062418","4000","JJ202",120.00,0.00,0.00,"0002000352",,,"2008.06.23"
1,"3280","4000","001","00062418","4000","JJ202",240.00,0.00,0.00,"0002000352",,,"2008.07.30"
1,"3280","4000","001","00062418","4000","JJ202",180.00,0.00,0.00,"0002000352",,,"2008.08.22"
1,"3280","4000","001","00062418","4000","JJ202",120.00,0.00,0.00,"0002000352",,,"2008.09.19"
1,"3280","4000","001","00062618","4000","JJ203",180.00,0.00,0.00,"0002000352",,,"2008.01.04"
1,"3280","4000","001","00062618","4000","JJ203",300.00,0.00,0.00,"0002000352",,,"2008.01.24"
1,"3280","4000","001","00062618","4000","JJ203",180.00,0.00,0.00,"0002000352",,,"2008.02.14"
1,"3280","4000","001","00062618","4000","JJ203",120.00,0.00,0.00,"0002000352",,,"2008.03.24"
1,"3280","4000","001","00062618","4000","JJ203",300.00,0.00,0.00,"0002000352",,,"2008.04.21"
1,"3280","4000","001","00062618","4000","JJ203",240.00,0.00,0.00,"0002000352",,,"2008.05.27"
1,"3280","4000","001","00062618","4000","JJ203",60.00,0.00,0.00,"0002000352",,,"2008.06.23"
1,"3280","4000","001","00062618","4000","JJ203",240.00,0.00,0.00,"0002000352",,,"2008.07.30"
1,"3280","4000","001","00062618","4000","JJ203",420.00,0.00,0.00,"0002000352",,,"2008.08.22"
1,"3280","4000","001","00062618","4000","JJ203",180.00,0.00,0.00,"0002000352",,,"2008.09.19"
1,"3280","4000","001","00062718","4000","JJ203",495.00,0.00,0.00,"0002000352",,,"2008.01.04"
1,"3280","4000","001","00062718","4000","JJ203",660.00,0.00,0.00,"0002000352",,,"2008.01.24"
1,"3280","4000","001","00062718","4000","JJ203",660.00,0.00,0.00,"0002000352",,,"2008.02.14"
1,"3280","4000","001","00062718","4000","JJ203",495.00,0.00,0.00,"0002000352",,,"2008.03.24"
1,"3280","4000","001","00062718","4000","JJ203",935.00,0.00,0.00,"0002000352",,,"2008.04.21"
1,"3280","4000","001","00062718","4000","JJ203",935.00,0.00,0.00,"0002000352",,,"2008.05.27"
1,"3280","4000","001","00062718","4000","JJ203",495.00,0.00,0.00,"0002000352",,,"2008.06.23"
1,"3280","4000","001","00062718","4000","JJ203",880.00,0.00,0.00,"0002000352",,,"2008.07.30"
1,"3280","4000","001","00062718","4000","JJ203",1155.00,0.00,0.00,"0002000352",,,"2008.08.22"
1,"3280","4000","001","00062718","4000","JJ203",330.00,0.00,0.00,"0002000352",,,"2008.09.19"
1,"3280","4000","001","00063300","4000","JJ205",1334.00,0.00,0.00,"0002000350",,,"2008.01.25"
1,"3280","4000","001","00063300","4000","JJ205",276.00,0.00,0.00,"0002000350",,,"2008.02.14"
1,"3280","4000","001","00063300","4000","JJ205",840.00,0.00,0.00,"0002000350",,,"2008.04.21"
1,"3280","4000","001","00063300","4000","JJ205",1123.00,0.01,11.23,"0002000350",,,"2008.06.16"
1,"3280","4000","001","00063400","4000","JJ205",2016.00,0.00,0.00,"0002000350",,,"2008.01.25"
1,"3280","4000","001","00063400","4000","JJ205",380.00,0.00,0.00,"0002000350",,,"2008.02.14"
1,"3280","4000","001","00064800","4000","JJ202",867.00,0.00,0.00,"0002000353",,,"2008.03.31"
1,"3280","4000","001","00064800","4000","JJ202",2023.00,0.00,0.00,"0002000353",,,"2008.04.18"
1,"3280","4000","001","00064800","4000","JJ202",867.00,0.00,0.00,"0002000353",,,"2008.09.17"
1,"3280","4000","001","00064800","4000","JJ202",1156.00,0.00,0.00,"0002000353",,,"2008.09.30"
1,"3280","4000","001","00066100","4000","JJ206",324.00,0.00,0.00,"0002000352",,,"2008.01.04"
1,"3280","4000","001","00066100","4000","JJ206",162.00,0.00,0.00,"0002000352",,,"2008.01.24"
1,"3280","4000","001","00066100","4000","JJ206",378.00,0.00,0.00,"0002000352",,,"2008.02.14"
1,"3280","4000","001","00066100","4000","JJ206",216.00,0.00,0.00,"0002000352",,,"2008.03.24"
1,"3280","4000","001","00066100","4000","JJ206",432.00,0.00,0.00,"0002000352",,,"2008.04.21"
1,"3280","4000","001","00066100","4000","JJ206",108.00,0.00,0.00,"0002000352",,,"2008.06.23"
1,"3280","4000","001","00066100","4000","JJ206",324.00,0.00,0.00,"0002000352",,,"2008.07.30"
1,"3280","4000","001","00066100","4000","JJ206",270.00,0.00,0.00,"0002000352",,,"2008.08.22"
1,"3280","4000","001","00066100","4000","JJ206",162.00,0.00,0.00,"0002000352",,,"2008.09.19"
1,"3280","4000","001","00067200","4000","JJ206",400.00,0.00,0.00,"0002000350",,,"2008.01.02"
1,"3280","4000","001","00067200","4000","JJ206",700.00,0.00,0.00,"0002000350",,,"2008.01.25"
1,"3280","4000","001","00067200","4000","JJ206",850.00,0.00,0.00,"0002000350",,,"2008.02.14"
1,"3280","4000","001","00067200","4000","JJ206",1000.00,0.00,0.00,"0002000350",,,"2008.03.25"
1,"3280","4000","001","00067200","4000","JJ206",500.00,0.00,0.00,"0002000350",,,"2008.04.21"
1,"3280","4000","001","00067200","4000","JJ206",600.00,0.00,0.00,"0002000350",,,"2008.05.27"
1,"3280","4000","001","00067200","4000","JJ206",650.00,0.00,0.00,"0002000350",,,"2008.06.23"
1,"3280","4000","001","00067200","4000","JJ206",950.00,0.00,0.00,"0002000350",,,"2008.07.30"
1,"3280","4000","001","00067200","4000","JJ206",500.00,0.00,0.00,"0002000350",,,"2008.08.22"
1,"3280","4000","001","00067200","4000","JJ206",400.00,0.00,0.00,"0002000350",,,"2008.09.19"
1,"3280","4000","001","00067300","4000","JJ206",80.00,0.00,0.00,"0002000350",,,"2008.01.02"
1,"3280","4000","001","00067300","4000","JJ206",640.00,0.00,0.00,"0002000350",,,"2008.01.25"
1,"3280","4000","001","00067300","4000","JJ206",520.00,0.00,0.00,"0002000350",,,"2008.02.14"
1,"3280","4000","001","00067300","4000","JJ206",240.00,0.00,0.00,"0002000350",,,"2008.03.25"
1,"3280","4000","001","00067300","4000","JJ206",440.00,0.00,0.00,"0002000350",,,"2008.04.21"
1,"3280","4000","001","00067300","4000","JJ206",360.00,0.00,0.00,"0002000350",,,"2008.05.27"
1,"3280","4000","001","00067300","4000","JJ206",400.00,0.00,0.00,"0002000350",,,"2008.06.23"
1,"3280","4000","001","00067300","4000","JJ206",400.00,0.00,0.00,"0002000350",,,"2008.07.30"
1,"3280","4000","001","00067300","4000","JJ206",880.00,0.00,0.00,"0002000350",,,"2008.08.22"
1,"3280","4000","001","00067300","4000","JJ206",360.00,0.00,0.00,"0002000350",,,"2008.09.19"
1,"3280","4000","001","00067401","4000","JJ206",550.00,0.00,0.00,"0002000350",,,"2008.01.02"
1,"3280","4000","001","00067401","4000","JJ206",1050.00,0.00,0.00,"0002000350",,,"2008.01.25"
1,"3280","4000","001","00067401","4000","JJ206",1300.00,0.00,0.00,"0002000350",,,"2008.02.14"
1,"3280","4000","001","00067401","4000","JJ206",650.00,0.00,0.00,"0002000350",,,"2008.03.25"
1,"3280","4000","001","00067401","4000","JJ206",900.00,0.00,0.00,"0002000350",,,"2008.04.21"
1,"3280","4000","001","00067401","4000","JJ206",1250.00,0.00,0.00,"0002000350",,,"2008.05.27"
1,"3280","4000","001","00067401","4000","JJ206",700.00,0.00,0.00,"0002000350",,,"2008.06.23"
1,"3280","4000","001","00067401","4000","JJ206",950.00,0.00,0.00,"0002000350",,,"2008.07.30"
1,"3280","4000","001","00067401","4000","JJ206",850.00,0.00,0.00,"0002000350",,,"2008.08.22"
1,"3280","4000","001","00067401","4000","JJ206",950.00,0.00,0.00,"0002000350",,,"2008.09.19"
1,"3280","4000","001","00067501","4000","JJ206",120.00,0.00,0.00,"0002000350",,,"2008.01.02"
1,"3280","4000","001","00067501","4000","JJ206",1120.00,0.00,0.00,"0002000350",,,"2008.01.25"
1,"3280","4000","001","00067501","4000","JJ206",1120.00,0.00,0.00,"0002000350",,,"2008.02.14"
1,"3280","4000","001","00067501","4000","JJ206",720.00,0.00,0.00,"0002000350",,,"2008.03.25"
1,"3280","4000","001","00067501","4000","JJ206",680.00,0.00,0.00,"0002000350",,,"2008.04.21"
1,"3280","4000","001","00067501","4000","JJ206",560.00,0.00,0.00,"0002000350",,,"2008.05.27"
1,"3280","4000","001","00067501","4000","JJ206",588.00,0.01,5.88,"0002000350",,,"2008.06.16"
1,"3280","4000","001","00067501","4000","JJ206",280.00,0.00,0.00,"0002000350",,,"2008.06.23"
1,"3280","4000","001","00067501","4000","JJ206",1000.00,0.00,0.00,"0002000350",,,"2008.07.30"
1,"3280","4000","001","00067501","4000","JJ206",880.00,0.00,0.00,"0002000350",,,"2008.08.22"
1,"3280","4000","001","00067501","4000","JJ206",960.00,0.00,0.00,"0002000350",,,"2008.09.19"
1,"3280","4000","001","000708","4000","JJ165",840.00,7.15,6006.00,"0000600053",,,"2008.08.28"
1,"3280","4000","001","00071000","4000","JJ208",1000.00,0.00,0.00,"0002000530",,,"2008.05.09"
2,"3280","4000","001","00072114","4000","JJ205",1870.00,0.00,0.00,"0002000351",,,"2008.01.02"
2,"3280","4000","001","00072114","4000","JJ205",1815.00,0.00,0.00,"0002000351",,,"2008.01.23"
2,"3280","4000","001","00072114","4000","JJ205",1045.00,0.00,0.00,"0002000351",,,"2008.02.12"
1,"3280","4000","001","00072114","4000","JJ205",440.00,0.00,0.00,"0002000351",,,"2008.04.01"
2,"3280","4000","001","00072114","4000","JJ205",1265.00,0.00,0.00,"0002000351",,,"2008.04.09"
